Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
British Airways,TFN,DUB,14h 40m,1 stop,€125,15/12/2023,07/12/2023
Vueling,TFN,DUB,47h 15m,3 stops,€87,15/12/2023,07/12/2023
Vueling,TFN,DUB,7h 45m,1 stop,€238,15/12/2023,07/12/2023
British Airways,TFN,DUB,7h 00m,1 stop,€280,15/12/2023,07/12/2023
Iberia,TFN,DUB,14h 40m,1 stop,€121,15/12/2023,07/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€261,15/12/2023,07/12/2023
Iberia,TFN,DUB,8h 40m,1 stop,€261,15/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 50m,2 stops,€238,15/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,7h 45m,1 stop,€257,15/12/2023,07/12/2023
Iberia,TFN,DUB,13h 45m,1 stop,€139,15/12/2023,07/12/2023
British Airways,TFN,DUB,8h 40m,1 stop,€280,15/12/2023,07/12/2023
Iberia,TFN,DUB,10h 30m,1 stop,€247,15/12/2023,07/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€261,15/12/2023,07/12/2023
Vueling,TFN,DUB,17h 40m,1 stop,€139,15/12/2023,07/12/2023
Vueling,TFN,DUB,18h 15m,2 stops,€127,15/12/2023,07/12/2023
Iberia,TFN,DUB,17h 25m,1 stop,€178,15/12/2023,07/12/2023
Vueling,DUB,IBZ,22h 50m,1 stop,€92,11/12/2023,09/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 10m,1 stop,€103,11/12/2023,09/12/2023
Multiple Airlines,DUB,IBZ,7h 35m,2 stops,€269,11/12/2023,09/12/2023
Iberia,DUB,IBZ,12h 30m,1 stop,€252,11/12/2023,09/12/2023
British Airways,DUB,IBZ,12h 30m,1 stop,€328,11/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,18h 55m,1 stop,€201,11/12/2023,09/12/2023
"British Airways, Iberia",DUB,IBZ,14h 55m,1 stop,€309,11/12/2023,09/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 00m,2 stops,€189,11/12/2023,09/12/2023
Iberia,DUB,IBZ,16h 45m,1 stop,€293,11/12/2023,09/12/2023
Iberia Express,DUB,IBZ,12h 30m,1 stop,€309,11/12/2023,09/12/2023
Multiple Airlines,DUB,IBZ,11h 45m,2 stops,€269,11/12/2023,09/12/2023
"Transavia France, Vueling",DUB,IBZ,18h 00m,2 stops,€189,11/12/2023,09/12/2023
"Aer Lingus, British Airways",DUB,IBZ,14h 55m,1 stop,€280,11/12/2023,09/12/2023
Multiple Airlines,DUB,IBZ,15h 55m,2 stops,€210,11/12/2023,09/12/2023
"Transavia France, Vueling",DUB,IBZ,13h 25m,2 stops,€247,11/12/2023,09/12/2023
Vueling,DUB,IBZ,7h 15m,1 stop,€112,12/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€181,12/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€181,12/12/2023,09/12/2023
"Aer Lingus, Air Europa",DUB,IBZ,5h 45m,1 stop,€282,12/12/2023,09/12/2023
Iberia,DUB,IBZ,5h 00m,1 stop,€440,12/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 10m,1 stop,€188,12/12/2023,09/12/2023
"Aer Lingus, Transavia",DUB,IBZ,5h 45m,1 stop,€351,12/12/2023,09/12/2023
British Airways,DUB,IBZ,4h 40m,1 stop,€534,12/12/2023,09/12/2023
Iberia,DUB,IBZ,7h 15m,1 stop,€369,12/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,7h 25m,2 stops,€199,12/12/2023,09/12/2023
"Air France, Vueling",DUB,IBZ,7h 05m,1 stop,€311,12/12/2023,09/12/2023
"Vueling, Iberia",DUB,IBZ,6h 35m,2 stops,€224,12/12/2023,09/12/2023
British Airways,DUB,IBZ,5h 00m,1 stop,€546,12/12/2023,09/12/2023
Multiple Airlines,DUB,IBZ,16h 50m,2 stops,€154,12/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 55m,2 stops,€188,12/12/2023,09/12/2023
KLM,DUB,IBZ,19h 50m,2 stops,€314,13/12/2023,09/12/2023
Vueling,DUB,IBZ,6h 35m,1 stop,€81,13/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€153,13/12/2023,09/12/2023
Vueling,DUB,IBZ,9h 00m,1 stop,€87,13/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€147,13/12/2023,09/12/2023
British Airways,DUB,IBZ,4h 35m,1 stop,€403,13/12/2023,09/12/2023
Vueling,DUB,IBZ,12h 10m,1 stop,€92,13/12/2023,09/12/2023
Iberia,DUB,IBZ,6h 35m,1 stop,€314,13/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€153,13/12/2023,09/12/2023
"Vueling, Swiftair",DUB,IBZ,8h 15m,2 stops,€136,13/12/2023,09/12/2023
Iberia,DUB,IBZ,9h 00m,1 stop,€330,13/12/2023,09/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€140,13/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,11h 30m,1 stop,€160,13/12/2023,09/12/2023
Iberia,DUB,IBZ,12h 25m,1 stop,€290,13/12/2023,09/12/2023
"Vueling, Swiftair",DUB,IBZ,10h 45m,2 stops,€128,13/12/2023,09/12/2023
"Vueling, Air Europa",DUB,IBZ,10h 45m,2 stops,€132,13/12/2023,09/12/2023
Vueling,DUB,IBZ,6h 10m,1 stop,€71,14/12/2023,09/12/2023
Vueling,DUB,IBZ,23h 10m,1 stop,€59,14/12/2023,09/12/2023
Vueling,DUB,IBZ,8h 35m,1 stop,€99,14/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€145,14/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€174,14/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€145,14/12/2023,09/12/2023
Iberia,DUB,IBZ,5h 00m,1 stop,€286,14/12/2023,09/12/2023
Vueling,DUB,IBZ,11h 45m,1 stop,€87,14/12/2023,09/12/2023
Iberia,DUB,IBZ,6h 10m,1 stop,€279,14/12/2023,09/12/2023
British Airways,DUB,IBZ,5h 00m,1 stop,€379,14/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€145,14/12/2023,09/12/2023
Iberia,DUB,IBZ,8h 40m,1 stop,€260,14/12/2023,09/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 05m,1 stop,€103,14/12/2023,09/12/2023
"Vueling, Air Europa",DUB,IBZ,7h 50m,2 stops,€143,14/12/2023,09/12/2023
British Airways,DUB,IBZ,6h 10m,1 stop,€386,14/12/2023,09/12/2023
Vueling,DUB,IBZ,6h 20m,1 stop,€115,15/12/2023,09/12/2023
Iberia,DUB,IBZ,12h 30m,1 stop,€119,15/12/2023,09/12/2023
Iberia,DUB,IBZ,6h 20m,1 stop,€383,15/12/2023,09/12/2023
Iberia,DUB,IBZ,8h 35m,1 stop,€479,15/12/2023,09/12/2023
British Airways,DUB,IBZ,12h 20m,1 stop,€302,15/12/2023,09/12/2023
Iberia,DUB,IBZ,16h 45m,1 stop,€253,15/12/2023,09/12/2023
British Airways,DUB,IBZ,12h 15m,1 stop,€308,15/12/2023,09/12/2023
British Airways,DUB,IBZ,12h 35m,1 stop,€302,15/12/2023,09/12/2023
British Airways,DUB,IBZ,12h 55m,1 stop,€318,15/12/2023,09/12/2023
British Airways,DUB,IBZ,13h 15m,1 stop,€308,15/12/2023,09/12/2023
Iberia,DUB,IBZ,25h 05m,1 stop,€255,15/12/2023,09/12/2023
British Airways,DUB,IBZ,13h 45m,1 stop,€336,15/12/2023,09/12/2023
Iberia,DUB,IBZ,12h 40m,1 stop,€479,15/12/2023,09/12/2023
Iberia,DUB,IBZ,15h 15m,1 stop,€427,15/12/2023,09/12/2023
Iberia,DUB,IBZ,17h 45m,1 stop,€380,15/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€251,11/12/2023,09/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€242,11/12/2023,09/12/2023
"TAP AIR PORTUGAL, ALSA",DUB,MAD,12h 50m,1 stop,€181,11/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€244,11/12/2023,09/12/2023
Vueling,DUB,MAD,2h 35m,direct,€244,11/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€251,11/12/2023,09/12/2023
British Airways,DUB,MAD,2h 35m,direct,€290,11/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€451,11/12/2023,09/12/2023
TAP AIR PORTUGAL,DUB,MAD,5h 50m,1 stop,€286,11/12/2023,09/12/2023
KLM,DUB,MAD,5h 05m,1 stop,€337,11/12/2023,09/12/2023
TAP AIR PORTUGAL,DUB,MAD,8h 10m,1 stop,€251,11/12/2023,09/12/2023
"TAP AIR PORTUGAL, easyJet",DUB,MAD,5h 15m,1 stop,€300,11/12/2023,09/12/2023
"TAP AIR PORTUGAL, Air Europa",DUB,MAD,6h 10m,1 stop,€274,11/12/2023,09/12/2023
"Aer Lingus, Iberia Express",DUB,MAD,7h 15m,1 stop,€255,11/12/2023,09/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€492,11/12/2023,09/12/2023
TAP AIR PORTUGAL,DUB,MAD,8h 35m,1 stop,€286,11/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€226,12/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€228,12/12/2023,09/12/2023
"Vueling, Iberia",DUB,MAD,17h 55m,1 stop,€123,12/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€219,12/12/2023,09/12/2023
Vueling,DUB,MAD,6h 20m,1 stop,€127,12/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€236,12/12/2023,09/12/2023
Iberia,DUB,MAD,2h 50m,direct,€243,12/12/2023,09/12/2023
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€126,12/12/2023,09/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€288,12/12/2023,09/12/2023
British Airways,DUB,MAD,2h 50m,direct,€290,12/12/2023,09/12/2023
British Airways,DUB,MAD,2h 35m,direct,€369,12/12/2023,09/12/2023
"Vueling, Iberia",DUB,MAD,5h 45m,1 stop,€156,12/12/2023,09/12/2023
"Vueling, Renfe",DUB,MAD,7h 00m,1 stop,€148,12/12/2023,09/12/2023
"Aer Lingus, Iberia",DUB,MAD,5h 45m,1 stop,€190,12/12/2023,09/12/2023
"Aer Lingus, Iberia Express",DUB,MAD,6h 30m,1 stop,€183,12/12/2023,09/12/2023
"Aer Lingus, Air Europa",DUB,MAD,5h 35m,1 stop,€217,12/12/2023,09/12/2023
"Aer Lingus, Iberia",DUB,MAD,6h 40m,1 stop,€190,12/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€117,13/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€117,13/12/2023,09/12/2023
Vueling,DUB,MAD,11h 15m,1 stop,€70,13/12/2023,09/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€122,13/12/2023,09/12/2023
Vueling,DUB,MAD,2h 35m,direct,€128,13/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€132,13/12/2023,09/12/2023
British Airways,DUB,MAD,2h 35m,direct,€173,13/12/2023,09/12/2023
"Vueling, Renfe",DUB,MAD,6h 55m,1 stop,€75,13/12/2023,09/12/2023
"Vueling, Iberia",DUB,MAD,5h 15m,1 stop,€114,13/12/2023,09/12/2023
KLM,DUB,MAD,5h 05m,1 stop,€188,13/12/2023,09/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€188,13/12/2023,09/12/2023
"Vueling, Air Europa",DUB,MAD,11h 15m,1 stop,€85,13/12/2023,09/12/2023
Vueling,DUB,MAD,7h 10m,1 stop,€116,13/12/2023,09/12/2023
KLM,DUB,MAD,6h 15m,1 stop,€188,13/12/2023,09/12/2023
Vueling,DUB,MAD,7h 10m,1 stop,€127,13/12/2023,09/12/2023
KLM,DUB,MAD,5h 20m,1 stop,€262,13/12/2023,09/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€183,14/12/2023,09/12/2023
"Vueling, Air Europa",DUB,MAD,10h 50m,1 stop,€76,14/12/2023,09/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€242,14/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€244,14/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€243,14/12/2023,09/12/2023
Iberia,DUB,MAD,2h 50m,direct,€244,14/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€250,14/12/2023,09/12/2023
Vueling,DUB,MAD,10h 50m,1 stop,€79,14/12/2023,09/12/2023
Vueling,DUB,MAD,6h 45m,1 stop,€109,14/12/2023,09/12/2023
"Vueling, Iberia",DUB,MAD,5h 20m,1 stop,€139,14/12/2023,09/12/2023
"Vueling, Renfe",DUB,MAD,7h 30m,1 stop,€97,14/12/2023,09/12/2023
Vueling,DUB,MAD,2h 35m,direct,€277,14/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€279,14/12/2023,09/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€175,14/12/2023,09/12/2023
British Airways,DUB,MAD,2h 35m,direct,€290,14/12/2023,09/12/2023
British Airways,DUB,MAD,2h 50m,direct,€290,14/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€157,15/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€131,15/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€157,15/12/2023,09/12/2023
Vueling,DUB,MAD,2h 35m,direct,€167,15/12/2023,09/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€172,15/12/2023,09/12/2023
British Airways,DUB,MAD,2h 35m,direct,€216,15/12/2023,09/12/2023
Vueling,DUB,MAD,5h 25m,1 stop,€137,15/12/2023,09/12/2023
"Vueling, Air Europa",DUB,MAD,5h 25m,1 stop,€132,15/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€355,15/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€364,15/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€384,15/12/2023,09/12/2023
British Airways,DUB,MAD,2h 35m,direct,€413,15/12/2023,09/12/2023
Iberia,DUB,MAD,2h 50m,direct,€426,15/12/2023,09/12/2023
British Airways,DUB,MAD,2h 50m,direct,€476,15/12/2023,09/12/2023
"Vueling, Renfe",DUB,MAD,7h 20m,1 stop,€144,15/12/2023,09/12/2023
KLM,DUB,MAD,5h 20m,1 stop,€230,15/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,7h 00m,1 stop,€197,11/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 00m,1 stop,€197,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,9h 50m,2 stops,€224,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,16h 15m,2 stops,€224,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,12h 50m,2 stops,€226,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,16h 45m,2 stops,€217,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,18h 00m,2 stops,€226,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,17h 45m,2 stops,€226,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,18h 05m,2 stops,€240,11/12/2023,09/12/2023
Vueling,DUB,TFN,19h 30m,2 stops,€246,11/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,TFN,17h 50m,2 stops,€259,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,19h 45m,2 stops,€223,11/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,20h 10m,2 stops,€226,11/12/2023,09/12/2023
Iberia,DUB,TFN,19h 20m,1 stop,€368,11/12/2023,09/12/2023
Vueling,DUB,TFN,19h 30m,2 stops,€353,11/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,7h 00m,1 stop,€194,12/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 00m,1 stop,€177,12/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,7h 15m,1 stop,€219,12/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,6h 10m,1 stop,€315,12/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,9h 00m,1 stop,€186,12/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,TFN,7h 20m,1 stop,€290,12/12/2023,09/12/2023
Iberia,DUB,TFN,9h 15m,1 stop,€286,12/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 15m,2 stops,€199,12/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,9h 20m,2 stops,€218,12/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€218,12/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,9h 50m,2 stops,€216,12/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,10h 20m,2 stops,€205,12/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,11h 20m,2 stops,€218,12/12/2023,09/12/2023
"KLM, Vueling",DUB,TFN,13h 25m,2 stops,€335,12/12/2023,09/12/2023
British Airways,DUB,TFN,11h 45m,2 stops,€727,12/12/2023,09/12/2023
Vueling,DUB,TFN,9h 35m,1 stop,€145,13/12/2023,09/12/2023
Vueling,DUB,TFN,24h 00m,1 stop,€97,13/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€242,13/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€242,13/12/2023,09/12/2023
Iberia,DUB,TFN,9h 35m,1 stop,€371,13/12/2023,09/12/2023
"Iberia Express, Air Europa",DUB,TFN,13h 50m,1 stop,€194,13/12/2023,09/12/2023
Iberia,DUB,TFN,14h 20m,1 stop,€220,13/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€230,13/12/2023,09/12/2023
Iberia Express,DUB,TFN,14h 20m,1 stop,€193,13/12/2023,09/12/2023
Vueling,DUB,TFN,9h 25m,2 stops,€385,13/12/2023,09/12/2023
Vueling,DUB,TFN,14h 20m,1 stop,€269,13/12/2023,09/12/2023
"Aer Lingus, Air Europa",DUB,TFN,13h 50m,1 stop,€242,13/12/2023,09/12/2023
British Airways,DUB,TFN,14h 20m,1 stop,€310,13/12/2023,09/12/2023
Iberia,DUB,TFN,15h 35m,1 stop,€238,13/12/2023,09/12/2023
"KLM, Iberia",DUB,TFN,10h 45m,2 stops,€347,13/12/2023,09/12/2023
Vueling,DUB,TFN,15h 35m,1 stop,€269,13/12/2023,09/12/2023
Vueling,DUB,TFN,9h 10m,1 stop,€155,14/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,7h 30m,1 stop,€235,14/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 10m,1 stop,€279,14/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 45m,1 stop,€258,14/12/2023,09/12/2023
Iberia,DUB,TFN,9h 15m,1 stop,€299,14/12/2023,09/12/2023
Iberia,DUB,TFN,10h 10m,1 stop,€299,14/12/2023,09/12/2023
Iberia,DUB,TFN,13h 50m,1 stop,€238,14/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,9h 30m,1 stop,€279,14/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,9h 45m,2 stops,€233,14/12/2023,09/12/2023
Iberia,DUB,TFN,8h 20m,1 stop,€498,14/12/2023,09/12/2023
Iberia,DUB,TFN,9h 10m,1 stop,€413,14/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,10h 45m,2 stops,€233,14/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,11h 15m,2 stops,€233,14/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€255,14/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,11h 45m,2 stops,€233,14/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€236,15/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,TFN,16h 55m,1 stop,€162,15/12/2023,09/12/2023
Iberia,DUB,TFN,14h 25m,1 stop,€196,15/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,9h 45m,1 stop,€236,15/12/2023,09/12/2023
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€236,15/12/2023,09/12/2023
Iberia,DUB,TFN,15h 40m,1 stop,€307,15/12/2023,09/12/2023
"Aer Lingus, Air Europa",DUB,TFN,13h 55m,1 stop,€284,15/12/2023,09/12/2023
Iberia,DUB,TFN,9h 15m,1 stop,€657,15/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,TFN,11h 50m,1 stop,€373,15/12/2023,09/12/2023
"Aer Lingus, Vueling",DUB,TFN,12h 25m,1 stop,€384,15/12/2023,09/12/2023
Multiple Airlines,DUB,TFN,12h 40m,2 stops,€331,15/12/2023,09/12/2023
KLM,DUB,TFN,11h 00m,2 stops,€550,15/12/2023,09/12/2023
"KLM, Air Europa",DUB,TFN,11h 00m,2 stops,€559,15/12/2023,09/12/2023
Iberia,DUB,TFN,12h 00m,1 stop,€657,15/12/2023,09/12/2023
Iberia,DUB,TFN,19h 20m,1 stop,€211,15/12/2023,09/12/2023
Vueling,IBZ,DUB,18h 40m,1 stop,€95,11/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 20m,1 stop,€267,11/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,7h 20m,1 stop,€291,11/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,7h 55m,2 stops,€227,11/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€305,11/12/2023,09/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€360,11/12/2023,09/12/2023
Iberia,IBZ,DUB,17h 45m,1 stop,€189,11/12/2023,09/12/2023
British Airways,IBZ,DUB,8h 45m,1 stop,€294,11/12/2023,09/12/2023
"Swiftair, Iberia",IBZ,DUB,15h 50m,2 stops,€135,11/12/2023,09/12/2023
"Air Europa, Iberia",IBZ,DUB,15h 50m,2 stops,€137,11/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,6h 20m,1 stop,€396,11/12/2023,09/12/2023
British Airways,IBZ,DUB,8h 25m,1 stop,€315,11/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,7h 45m,1 stop,€336,11/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 10m,1 stop,€360,11/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 55m,1 stop,€434,11/12/2023,09/12/2023
Vueling,IBZ,DUB,7h 20m,1 stop,€72,12/12/2023,09/12/2023
Vueling,IBZ,DUB,13h 40m,1 stop,€54,12/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€170,12/12/2023,09/12/2023
Vueling,IBZ,DUB,15h 55m,1 stop,€70,12/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€234,12/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,7h 40m,2 stops,€167,12/12/2023,09/12/2023
Vueling,IBZ,DUB,18h 20m,1 stop,€70,12/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 20m,1 stop,€257,12/12/2023,09/12/2023
Vueling,IBZ,DUB,19h 20m,1 stop,€74,12/12/2023,09/12/2023
Vueling,IBZ,DUB,6h 45m,2 stops,€174,12/12/2023,09/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€311,12/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,8h 40m,2 stops,€161,12/12/2023,09/12/2023
"Air Europa, Vueling",IBZ,DUB,6h 15m,2 stops,€195,12/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,7h 45m,1 stop,€267,12/12/2023,09/12/2023
British Airways,IBZ,DUB,8h 25m,1 stop,€250,12/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 50m,1 stop,€78,13/12/2023,09/12/2023
Vueling,IBZ,DUB,14h 05m,1 stop,€56,13/12/2023,09/12/2023
Iberia Express,IBZ,DUB,5h 50m,1 stop,€76,13/12/2023,09/12/2023
"Iberia, Iberia Express",IBZ,DUB,5h 50m,1 stop,€79,13/12/2023,09/12/2023
"Iberia Express, Iberia",IBZ,DUB,5h 50m,1 stop,€82,13/12/2023,09/12/2023
British Airways,IBZ,DUB,5h 50m,1 stop,€124,13/12/2023,09/12/2023
Vueling,IBZ,DUB,5h 50m,1 stop,€156,13/12/2023,09/12/2023
Iberia,IBZ,DUB,13h 40m,1 stop,€69,13/12/2023,09/12/2023
Iberia Express,IBZ,DUB,13h 40m,1 stop,€64,13/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€167,13/12/2023,09/12/2023
"Iberia, Iberia Express",IBZ,DUB,13h 40m,1 stop,€67,13/12/2023,09/12/2023
"Iberia Express, Iberia",IBZ,DUB,13h 40m,1 stop,€68,13/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€224,13/12/2023,09/12/2023
British Airways,IBZ,DUB,13h 40m,1 stop,€108,13/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,7h 35m,2 stops,€167,13/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 55m,1 stop,€118,14/12/2023,09/12/2023
Vueling,IBZ,DUB,19h 25m,1 stop,€70,14/12/2023,09/12/2023
Iberia Express,IBZ,DUB,5h 55m,1 stop,€124,14/12/2023,09/12/2023
"Vueling, Iberia",IBZ,DUB,5h 55m,1 stop,€126,14/12/2023,09/12/2023
British Airways,IBZ,DUB,5h 55m,1 stop,€171,14/12/2023,09/12/2023
Vueling,IBZ,DUB,5h 55m,1 stop,€156,14/12/2023,09/12/2023
"Iberia Express, Iberia",IBZ,DUB,5h 55m,1 stop,€128,14/12/2023,09/12/2023
"Iberia, Iberia Express",IBZ,DUB,5h 55m,1 stop,€129,14/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,5h 45m,1 stop,€141,14/12/2023,09/12/2023
Iberia,IBZ,DUB,10h 10m,1 stop,€80,14/12/2023,09/12/2023
"Air Europa, Iberia",IBZ,DUB,8h 10m,1 stop,€127,14/12/2023,09/12/2023
"Air Europa, Aer Lingus",IBZ,DUB,8h 10m,1 stop,€134,14/12/2023,09/12/2023
British Airways,IBZ,DUB,10h 10m,1 stop,€124,14/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 05m,1 stop,€141,14/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€170,14/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 30m,1 stop,€218,14/12/2023,09/12/2023
Vueling,IBZ,DUB,8h 05m,1 stop,€67,15/12/2023,09/12/2023
Vueling,IBZ,DUB,4h 50m,1 stop,€121,15/12/2023,09/12/2023
